Date,authorName,tweetText
2019-02-09 21:57:17,Nat Gas,"Capitalism Without Competition....This weeks Thoughts from the Frontline  &gt; https://t.co/PQMWIgvvU8

$GOOG $AAPL $QQQ #Google #SP500"
2019-02-09 21:51:20,JIMRO,$DJIA $SPX $AAPL $AMZN $SQ  Yes... the Buyer's are still in control. 26000 Next... https://t.co/DEiHfcodTr
2019-02-09 21:49:13,Penny Stocks World,"$GDET more room for breakout with a target price of 0075...

$AAPL $SHMP $TSLA $FB $F $GRCV $CLKA $GOOG $ONOV $XALL #PENNYSTOCKS #STOCKMARKET #STOCKS"
2019-02-09 21:49:10,Chris Will,"RT @SharePlanner: Trade with me in the Splash Zone Today!

Real Time Trade alerts via text, email and a thriving chatroom #stocks $AAPL $FB…"
2019-02-09 21:47:26,Domenic Flaherty,"RT @SharePlanner: Trade with me in the Splash Zone Today!

Real Time Trade alerts via text, email and a thriving chatroom #stocks $AAPL $FB…"
2019-02-09 21:46:24,king billy,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/W36yyQZauJ"
2019-02-09 21:45:21,Josef Aveskamp,"RT @SharePlanner: Trade with me in the Splash Zone Today!

Real Time Trade alerts via text, email and a thriving chatroom #stocks $AAPL $FB…"
2019-02-09 21:36:57,belle aura,RT @EMECapital1: $AAPL 1H Chart 01/15 at https://t.co/WcNJp0Eu4l Looking for the stock to continue the bounce higher #elliottwave https://t…
2019-02-09 21:35:10,Amoco $o ⛽️,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/uTZqPhYCY2"
2019-02-09 21:34:32,👑 Major Baker 👑,🚨 $AAPL is heading back to test $182.39 very soon!!! 👌🏻 RSI never broke 70. Looking very nice! 🚨#MoneyTeam333 #stockstowatch https://t.co/QS6XJYazHR
2019-02-09 21:31:22,shan dey,"RT @SharePlanner: Trade with me in the Splash Zone Today!

Real Time Trade alerts via text, email and a thriving chatroom #stocks $AAPL $FB…"
2019-02-09 21:31:17,The Fin Reviewer,"Motley Fool Asset Management Has Trimmed Its Ultimate Software Group $ULTI Stake by $499,100; Stock Declined; Gyroscope Capital Management Group Lowered Apple $AAPL Stake by $4.42 Million as Stock Declined https://t.co/TpTnzoqE1g"
2019-02-09 21:30:08,Exact Option Picks,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/4YB9giaZwW

$NFLX $TSLA $AAPL $BIDU $GS $FB $AMZN $GOOGL $NVDA"
2019-02-09 21:29:04,The Fin Reviewer,"As Apple Com $AAPL Stock Value Declined, Ruggie Capital Group Lowered Its Stake by $635,400; Hl Financial Services Position in Masimo $MASI Has Increased by $503,564 https://t.co/KwUWRv0klS"
2019-02-09 21:25:09,Ben Zachary,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/c88vE0OoAT"
2019-02-09 21:23:31,Radio Shorts,@Apple Apple $AAPL will never get my face into their database .  Ever.
2019-02-09 21:22:28,AppleWand,RT @thefinreviewer: Ferguson Wellman Capital Management Upped Its Apple $AAPL Position; Holder Vigilant Capital Management Has Lifted Const…
2019-02-09 21:22:05,The Fin Reviewer,Ferguson Wellman Capital Management Upped Its Apple $AAPL Position; Holder Vigilant Capital Management Has Lifted Constellation Brand $STZ Holding https://t.co/aQDzAmgR9L
2019-02-09 21:21:13,The Fin Reviewer,"As Facebook $FB Shares Declined, Ctc Trimmed Stake; As Apple $AAPL Stock Declined, Shareholder Reilly Financial Advisors Raised Its Position https://t.co/EnuNZvNX9a"
2019-02-09 21:20:58,Bruno Fernandes,@GlassboxDigital @TechCrunch @yarongu I’m an AAPL shareholder &amp; customer. I’m going to push them at every avenue to ban the use of your framework and any others like it.
2019-02-09 21:17:21,Jazz Drummer,"Three ways brands can benefit from adopting voice technology (AAPL, AMZN, GOOGL, MSFT) https://t.co/jS4MP6UqbU"
2019-02-09 21:16:47,AT 254,"Three ways brands can benefit from adopting voice technology (AAPL, AMZN, GOOGL, MSFT) https://t.co/0LQ9F1OtBe"
2019-02-09 21:16:43,Jeannette,"10 Things To Know. Three ways brands can benefit from adopting voice technology (AAPL, AMZN, GOOGL, MSFT) https://t.co/rWaDco5lJB"
2019-02-09 21:15:49,Crash Signal,"Three ways brands can benefit from adopting voice technology (AAPL, AMZN, GOOGL, MSFT) #website #news https://t.co/I0D2OJpzPP https://t.co/JVqWx3najQ"
2019-02-09 21:15:20,Feedjunkie,"Three ways brands can benefit from adopting voice technology (AAPL, AMZN, GOOGL, MSFT… https://t.co/3f7VUnZRmA"
2019-02-09 21:15:00,drvannostril,"@DeanSheikh1 @TeslaCharts I LOVE SARCASTIC $TSLAQ / $AAPL 
COMPARISONS...
REMEMBER THE TIME STEVE JOBS... 
...did a fake out buy out?
...opened a fake factory?
...made constant empty promises?
...misused govt subsidies?
...called dude pedo?
...put a car in space while 10B in debt?
1/n"
2019-02-09 21:14:39,Kestrel Networks,"Three ways brands can benefit from adopting voice technology (AAPL, AMZN, GOOGL, MSFT) https://t.co/00GsKdRwHp"
2019-02-09 21:13:41,John Angel,"Three ways brands can benefit from adopting voice technology (AAPL, AMZN, GOOGL, MSFT) https://t.co/bJe6rO3JJ1 johnangel1977"
2019-02-09 21:13:25,ZeroHourSolutions,"Three ways brands can benefit from adopting voice technology (AAPL, AMZN, GOOGL, MSFT) https://t.co/2JZaIW00de"
2019-02-09 21:07:25,BlockchainAuthor,@1MarkMoss @RobertBeadles @bennydoda01 @ILoveCrypt0 @jasonappleton Elder relatives say they won't invest if they don't understand. Inability to explain differences between WiFi &amp; Bluetooth connectivity in iPhones won't prevent $AAPL investment. Sometimes it's enough knowing developers and engineers are on the job and things just work as intended
2019-02-09 21:07:23,Mark Hill,"RT @traderstewie: $AAPL acting MUCH better lately.... 

Note how well its been behaving since Tim Cook's Jan 2nd blunder! 

That ""HIGHER LO…"
2019-02-09 21:02:03,MacHash,Apple Sued Over Not Letting Customers Disable Two-Factor Authentication After Two Weeks https://t.co/D0sQ5x8wfi $AAPL https://t.co/pVStibNGA5
2019-02-09 21:01:18,ToSOPTION  |Professional Network HUB|,"Trading options for the Long Run [Best Practice Guide in Position Sizing]  $SPX $QQQ $SPY $NIO $TSLA $NFLX $FB $AAPL $BA $NVDA $MU $INTC $AMZN $GOOGL $ROKU $QCOM $CMG $JPM $USO $GLD 

Link: https://t.co/e3HZ9fUM8c

#Daytrading #Stocks #Gold #Commodities #News #Business #Inve"
2019-02-09 21:01:10,Fred Jones-West,Apple Sued Over Not Letting Customers Disable Two-Factor Authentication After Two Weeks https://t.co/KUgbvLGy9N #AAPL
2019-02-09 21:00:22,G-zuz,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/giThwE0XKF"
2019-02-09 21:00:13,SF Business Times,Apple’s new retail chief is getting $4M in stock on her first day; here’s how her pay compares https://t.co/eBEX6iVBcJ
2019-02-09 20:54:03,Brett Goetschius,"As Apple (AAPL) Share Price Declined, Sterneck Capital Management Has Cut Its Stake; Vmware … https://t.co/s1xK0kglqf"
2019-02-09 20:51:08,HEDGED news,"#VetoTheGND 

Get Ready for a Good AAPL Stock Entry Point https://t.co/vmKFJuQuvn  

Posted on February 8, 2019@8:05pm #WallSt"
2019-02-09 20:50:19,Moe,$AAPL Grabbing Apple 157 Put for March 22
2019-02-09 20:50:00,Matt,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/0kILZBX9hv"
2019-02-09 20:48:52,Navi Avatar,Mojo Meetup Las Vegas May 13-15 Tickets now available. Hope to see everyone. Classes and Good times with the Mojo Traders. Lets get the party 🎉 started $AAPL $AMZN $TSLA $CGC $CRON $NBEV $TWTR $SPY $QQQ https://t.co/I5crbHzpV8
2019-02-09 20:45:49,The Fin Reviewer,"Capital Investment Advisors Has Lowered Apple Computer $AAPL Position as Market Value Declined; As Netflix Com $NFLX Shares Declined, Shareholder Interactive Financial Advisors Lowered Its Stake https://t.co/WyRaF8sVfm"
2019-02-09 20:43:51,Doug Rumer,"Learn more about my new and free trading DVD I talk about

The 3 main trader components
How to build the right trading business
Building yourself into a well rounded and high performing trader

Learn more here

https://t.co/0faN1pTuGg

$SPY $STUDY $TLRY $FB $AAPL $NFLX"
2019-02-09 20:43:47,The Fin Reviewer,"Sfe Investment Counsel Lowered Its Holding in Apple $AAPL by $516,825 as Stock Declined; Global Eagle Entmt $ENT Shares Declined While Abrams Capital Management LP Has Trimmed Its Holding https://t.co/IhvOgdLYB8"
2019-02-09 20:40:07,Miguel.,"RT @traderstewie: $AAPL acting MUCH better lately.... 

Note how well its been behaving since Tim Cook's Jan 2nd blunder! 

That ""HIGHER LO…"
2019-02-09 20:40:04,Aakshi Gupta,"Apple is storing Russian user data in Russia, and some people are worried it could enable government crackdowns (AAPL) https://t.co/3eECiuz9Ug via @techinsider https://t.co/ctK2TWP9i9"
2019-02-09 20:40:01,Yahoo Tech,"RT @YahooFinance: Highlight: ""It seems as though this is more of a personal decision rather than her being pushed out,"" @danielhowley says…"
2019-02-09 20:39:44,The Fin Reviewer,"Amazon Com $AMZN Holder Legg Mason Asset Management Japan Upped Position; As Apple $AAPL Share Value Declined, Kentucky Retirement Systems Insurance Trust Fund Has Lowered Holding by $1.33 Million https://t.co/BzymiJKP9A"
2019-02-09 20:37:46,The Fin Reviewer,Wells Fargo Co New $WFC Position Maintained by Theleme Partners Llp; Apple $AAPL Holder Wilsey Asset Management Decreased Its Holding https://t.co/JInzP0K8wV
2019-02-09 20:36:06,The Fin Reviewer,"Berkshire Money Management Upped Its Apple $AAPL Holding by $304,875; Share Price Declined; As Ternium Sa $TX Stock Value Rose, Deprince Race &amp; Zollo Has Trimmed Its Position https://t.co/ppH15ovMM8"
2019-02-09 20:36:03,Adam Actual,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/vuyRJbbIUS"
2019-02-09 20:33:40,The Fin Reviewer,"Northstar Investment Advisors Maintains Holding in Apple Computer $AAPL; As Luminex Del $LMNX Stock Declined, Reliant Investment Management Has Raised Stake by $450,000 https://t.co/j8pqXknnjy"
2019-02-09 20:31:41,The Fin Reviewer,"Apple $AAPL Holder Wms Partners Lifted Position; Focused Wealth Management Has Trimmed Gilead Sciences $GILD Stake by $624,239 as Stock Value Declined https://t.co/iaxIgC7P47"
2019-02-09 20:31:09,The Fin Reviewer,Lvw Advisors Has Upped Exxon Mobil $XOM Stake; Tuttle Tactical Management Upped Apple $AAPL Position by $12.36 Million; Stock Price Declined https://t.co/gMpNAhHovX
2019-02-09 20:30:09,Exact Option Picks,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/jRj0od5j1g

$NFLX $TSLA $AAPL $PCLN $GS $FB $AMZN $GOOGL $NVDA"
2019-02-09 20:29:18,David Hyde Katsuya,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link. https://t.co/gQ7Fk2FxmJ"
2019-02-09 20:27:04,MacHash,Frivolous lawsuit claims Apple's two-factor authentication takes too much time https://t.co/caWWNM3JAj $AAPL https://t.co/deXk6ac0Fw
2019-02-09 20:26:50,Jacob Ammons,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/R8dDGLGjLZ Not hacked, click the link to get a free stock. My first 3 free were in ZYNGA. If I didn’t sell them already I’d have a pretty good profit!"
2019-02-09 20:26:17,Market Matrix Trading,"100 Most Recent Signal Results Grid
Register for FREE, No subscription required!  Pay per signal.                              
$SPY $QQQ $IWM $TLT $GLD $AAPL $AMZN $BIDU $GOOGL $NFLX $FB $BABA $NVDA $TSLA #trading #options https://t.co/QplmvanGGK"
2019-02-09 20:24:29,CloudWander☁️🤮💉,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/MBqEIw7wyB"
2019-02-09 20:23:02,ハンドスピナー情報,"This $30 case turns your AirPods into a fidget spinner, and it looks like a lot of fun (AAPL) - Albany Times Union https://t.co/uiRkrQLZaj https://t.co/HsDOv68ICf"
2019-02-09 20:21:25,⫷ • Macartisan • ⫸,Apple’s ‘1984’ Super Bowl commercial was the ‘worst ever tested’ but now it’s iconic. Here’s how it almost never aired (AAPL) https://t.co/EQ0QegJCk0
2019-02-09 20:21:16,ugo,"RT @JonyIveParody: It’s a lie. @jack doesn’t give a shit about giving users “more control” over the experience. If he did, he’d support thi…"
2019-02-09 20:18:12,Swing_Trader,https://t.co/JakQJit2Ck &lt; Must read before buying Jason Bond Picks! $NVDA $JPM $AAPL $PSX $ABBV
2019-02-09 20:14:59,𝕸𝖎𝖘𝖘 𝕷𝖔𝖛𝖊,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/WNSzQ28n4Y"
2019-02-09 20:10:58,Ichimoku_Dennis,Feb 8 Ichimoku study is up $SPX $AAPL $CAT $INTC $T $WDC https://t.co/xqhPSXzTRH
2019-02-09 20:10:04,MacHash,Apple being sued because two-factor authentication on an iPhone or Mac takes too much time https://t.co/u65jOKVbcN $AAPL https://t.co/o6a5wnjlph
2019-02-09 20:00:02,ThngsStockBrokersSay,"If AAPL doesn't hit a $1Trillion MKTcap, I will personally pay off your mortgage! #ThingsStockBrokersSay"
2019-02-09 19:58:07,Debby Tomlinson,As a trader and US consumer I'd sincerely appreciate corporate' disclosure &amp; updates regarding efforts to protect customer/supplier/partners' data during their earnings' calls...What's the risk of losing your ecosystem's trust? Appreciate Apple's efforts here. Thank you $AAPL. https://t.co/h4Gv1h4B25
2019-02-09 19:55:10,Tommye Yocum,"RT @BIGMONEYMIKE6: #MONEYGANG #PENNYSTOCKS UPDATE:

ON FEB 20TH , @ 7:30 AM EST ,  I WILL BE ALERTING THE WORLDS FIRST PRESIDENTIAL ALERT..…"
2019-02-09 19:55:08,OptionAlarm,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time careers. Find out more here: https://t.co/47h84WORAz $TSLA $AAPL $WFC $SQ
2019-02-09 19:52:38,アマゾン株（amzn）に投資中,"These Stocks Are Amazon's Biggest Competitors @themotleyfool #stocks $AMZN, $EBAY, $MSFT, $GOOG, $ETSY, $TGT, $FDX, $NFLX, $WMT, $ESRX, $GOOGL, $UPS, $COST, $AAPL https://t.co/QnEKUZOaO9"
2019-02-09 19:50:00,Yahoo Tech,"RT @YahooFinance: Highlight: ""If they don’t like an app … they won’t approve it,"" @danielhowley says about $AAPL's power over companies. ""A…"
2019-02-09 19:43:02,JDM,"My simpleton reason why $AAPL will be around a while on top. 

They are by far the best at creating a problem and selling a solution (i.e. changing all head phone jacks to the lighting connector while simultaneously blocking charging.  Then selling attachments / AirPods)"
2019-02-09 19:30:36,andy,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/rcmSvnfFr9"
2019-02-09 19:30:12,Exact Option Picks,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/4yHBXqm6RD

$NFLX $TSLA $AAPL $AXP $GS $FB $AMZN $GOOGL $NVDA"
2019-02-09 19:26:47,STL Biotech,I think $DXCM is one of very few healthcare ideas that makes any sense for $AAPL https://t.co/rtRHylPqdv
2019-02-09 19:15:57,Profectus Systems,Mega cap stock and option trading model subscriptions available at Profectus Systems $MSFT $AMZN $GOOGL $AAPL $FB $XOM $JNJ $BABA $GE $T
2019-02-09 19:15:20,Joey Eggs,"RT @tradingcrudeoil: Capitalism Without Competition....This weeks Thoughts from the Frontline  &gt; https://t.co/w5c8hqkJnL

$GOOG $AAPL $QQQ…"
2019-02-09 19:11:43,sobeq.org,"RT @DomainMondo: Tech Review: 1) Why Apple Is Losing In India, 2) Amazon $AMZN Alarm? https://t.co/5EKDJRVXkK $AAPL #India #Apple #iPhone #…"
2019-02-09 19:11:30,sobeq.org,"RT @DrivingTheDay: Tech Review: 1) Why Apple Is Losing In India, 2) Amazon $AMZN Alarm? 3)Investing https://t.co/xyuOgxiUJW $FB $MSFT $GOOG…"
2019-02-09 19:11:15,sobeq.net,"RT @DomainMondo: Tech Review: 1) Why Apple Is Losing In India, 2) Amazon $AMZN Alarm? https://t.co/5EKDJRVXkK $AAPL #India #Apple #iPhone #…"
2019-02-09 19:11:04,sobeq.net,"RT @DrivingTheDay: Tech Review: 1) Why Apple Is Losing In India, 2) Amazon $AMZN Alarm? 3)Investing https://t.co/xyuOgxiUJW $FB $MSFT $GOOG…"
2019-02-09 19:09:25,SemperFi,"@schristakos @GerberKawasaki Oh, I can certainly differentiate between the profits generated by $AAPL and $AMZN vs the billions in losses piled on $TSLA's Balance Sheet.  
 https://t.co/9LOLyI2hfi"
2019-02-09 19:09:24,UHD,"RT @stewdomer: $FUSZD THIS IS AMAZING, LIKE WATCHING $AMZN $MSFT $AAPL $CRM OR ANY OF THE OTHER GREAT TECH COMPANIES IN THEIR INFANCY....
$…"
2019-02-09 19:06:49,Reboot Loop,"RT @DomainMondo: Tech Review: 1) Why Apple Is Losing In India, 2) Amazon $AMZN Alarm? https://t.co/5EKDJRVXkK $AAPL #India #Apple #iPhone #…"
2019-02-09 19:06:43,Reboot Loop,"RT @DrivingTheDay: Tech Review: 1) Why Apple Is Losing In India, 2) Amazon $AMZN Alarm? 3)Investing https://t.co/xyuOgxiUJW $FB $MSFT $GOOG…"
2019-02-09 19:06:42,Luke Sosnowski,"It's the weekend, Market traders head over to the #TRICKTRADES #Youtube channel and do some studying, some good stuff added including the RESET VLOG. https://t.co/FgPPsiK95G $SPY $QQQ $AAPL $BABA $NVDA $TSLA $AMD $DELL $FB $TWTR $TLRY $SQ $NFLX $AMZN"
2019-02-09 19:05:54,Qwik Leaf,RT @MontereyBud: $TCAN | This #CannabisStock could be like buying Apple (AAPL) for $22 a share in 1980... https://t.co/pHIymF06s1 https://t…
2019-02-09 19:05:49,DrivingTheDay,"RT @DrivingTheDay: Tech Review: 1) Why Apple Is Losing In India, 2) Amazon $AMZN Alarm? 3)Investing https://t.co/xyuOgxiUJW $FB $MSFT $GOOG…"
2019-02-09 19:05:45,DrivingTheDay,"RT @DomainMondo: Tech Review: 1) Why Apple Is Losing In India, 2) Amazon $AMZN Alarm? https://t.co/5EKDJRVXkK $AAPL #India #Apple #iPhone #…"
2019-02-09 19:04:32,Domain Mondo,"RT @DomainMondo: Tech Review: 1) Why Apple Is Losing In India, 2) Amazon $AMZN Alarm? https://t.co/5EKDJRVXkK $AAPL #India #Apple #iPhone #…"
2019-02-09 19:04:30,Domain Mondo,"RT @DrivingTheDay: Tech Review: 1) Why Apple Is Losing In India, 2) Amazon $AMZN Alarm? 3)Investing https://t.co/xyuOgxiUJW $FB $MSFT $GOOG…"
2019-02-09 19:02:55,Bill Merlino,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link. https://t.co/egzM1eBLNs"
2019-02-09 19:02:27,Market Matrix Trading,"OVERNIGHT Signal Results past 12 months
Register for FREE, No subscription required!  Pay per signal.                              
$SPY $QQQ $IWM $TLT $GLD $AAPL $AMZN $BIDU $GOOGL $NFLX $FB $BABA $NVDA $TSLA #trading #options https://t.co/1xsfwy6DhI"
2019-02-09 19:00:16,Macon Daily,Apple $AAPL Stock Rating Upgraded by BidaskClub https://t.co/YQwe1HxDeo
2019-02-09 19:00:02,KazPharma,RT @otc_cyborg: NYSE Operator’s Crypto Platform Bakkt Finalizes Its First Acquisition https://t.co/dgMUQdIuab #bitcoin #blockchain #cryptoc…
2019-02-09 18:59:31,CryptoLauren,NYSE Operator’s Crypto Platform Bakkt Finalizes Its First Acquisition https://t.co/dgMUQdIuab #bitcoin #blockchain #cryptocurrency #BTC #ICO #ethereum #eth #doge #xrp #ltc #crypto #fintech @BIGMONEYMIKE6 @justinsuntron #TEAMBILLIONAIRE #BMM #MONEYGANG #profits #forex #mmj $AAPL… https://t.co/zLx3s9R09S
2019-02-09 18:58:10,Dakota Financial,Apple $AAPL Given a $140.00 Price Target by Goldman Sachs Group Analysts https://t.co/YZlYdKRCuT
2019-02-09 18:58:00,The Markets Daily,Apple $AAPL Stock Rating Upgraded by BidaskClub https://t.co/atr9lOeV4K
2019-02-09 18:56:12,AAPL Tree,"From yesterday's article.

Wearables/Home/Accessories has had a consistent growth rate of over 30%+ for six consecutive fiscal quarters - a ray of light in the relative $AAPL gloom that is FY 2019.

Turns out, that ray of light is...how to put it...more concentrated than it seems https://t.co/wGot4Jm39T"
2019-02-09 18:54:49,Ca$hn Everything Out,"RT @8801DEEBOYFRESH: Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/…"
2019-02-09 18:54:46,stockninja,"RT @realsheepwolf: 🦄 $FUSZD THIS IS AMAZING, LIKE WATCHING $AMZN $MSFT $AAPL OR ANY OF THE OTHER GREAT TECH COMPANIES IN THEIR INFANCY....…"
2019-02-09 18:52:01,ProVesting,"$MJ $BAC $AAPL $CGC $ACB $CRON:

Outside the Box: Invest in marijuana? What are you smoking?:

https://t.co/COC07OAAQp"
2019-02-09 18:51:23,Monterey Bud,$TCAN | This #CannabisStock could be like buying Apple (AAPL) for $22 a share in 1980... https://t.co/pHIymF06s1 https://t.co/HmZgikkNnS
2019-02-09 18:50:44,traderstewie,"@OExtravaganza We stopped out $SLB as you know(tweeted it Thursday)… 

When looking at that $SLB chart again, I think what it wants to do is test that 50 day MA and then look for it to create a HIGHER LOW from which is will be OFF to the races!! 
See recent AAPL chart action"
2019-02-09 18:50:30,GreenRush2014,$SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY https://t.co/EeyJtH4d6k
2019-02-09 18:49:30,The Fin Reviewer,Copper Rock Capital Partners Position in Merit Medical Systems $MMSI Lowered by $1.05 Million as Stock Declined; First Hawaiian Bank Increases Position in Apple $AAPL https://t.co/YVrGBdh0fB
2019-02-09 18:47:59,SheepWolf,"RT @GetInEarly: $FUSZD, The #NASDAQ Clock Is Ticking. Ringing the NASDAQ Bell This Month! Partnered with: $MSFT, $CRM, $ORCL, $FB, $SAP, $I…"
2019-02-09 18:44:23,Ahnnoying | 👑,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link. https://t.co/jTejnjZ2Aa"
2019-02-09 18:39:11,Linda Brown,$AAPL - Apple: Don't Stop Believin' https://t.co/dGtYCxWg97 #apple #stocks #investing #investment
2019-02-09 18:37:17,The Fin Reviewer,"Biogen $BIIB Shareholder Reynders Mcveigh Capital Management Boosted Its Holding by $303,580; Apple $AAPL Share Value Declined While New England Investment &amp; Retirement Group Cut Its Position by $1.09 Million https://t.co/9KLsgXrLyq"
2019-02-09 18:36:08,Jeffrey Weber,"Long-term #options I like for my #AIM investing method  - $T, $SBUX, $KMI, $IBM, $FXI, $JD, $FB, $AMZN, $BABA, $IQ, $AAL, $AMZN, $AAPL - free #investing book, newsletter - up 385% last 5 years - https://t.co/CzS5PXZWco          - https://t.co/8smOceW20Z   - not financial advice"
2019-02-09 18:34:18,Wayne Nelson,"RT @SethCL: $FB Ocuulus $AAPL AWS 4 LTE $AMZN Fire Smartphone, $TSLA. Sometimes we focus so much on the next thing we fail to see why the f…"
2019-02-09 18:31:36,Google Smartwatch,Is Improved Female Health Tracking for Apple Watch on the Way? - https://t.co/hLjV0H5s8P https://t.co/ts2p39yAN7 https://t.co/ViTUK4dcED
2019-02-09 18:31:10,Murat Derici,RT @SJosephBurns: Is Apple Done With iPhones? $AAPL Earnings Stock Review https://t.co/n3ZIHv4YNw Guest Post by @akfallible
2019-02-09 18:30:52,Mike Paloma,"RT @SharePlanner: Trade with me in the Splash Zone Today!

Real Time Trade alerts via text, email and a thriving chatroom #stocks $AAPL $FB…"
2019-02-09 18:30:36,The Fin Reviewer,"As Apple $AAPL Share Price Declined, Holder Duff &amp; Phelps Investment Management Co Has Cut by $1.28 Million Its Holding; Bright Horizons Family Solutions I $BFAM Holder Roosevelt Investment Group Has Lifted Stake by $4.82 Million https://t.co/Y8EwyWH1Fc"
2019-02-09 18:30:09,Exact Option Picks,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/CyDrCH0yv0

$NFLX $TSLA $AAPL $CMG $GS $FB $AMZN $GOOGL $NVDA"
2019-02-09 18:28:39,Rick,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link. https://t.co/s7qL7MxlUm"
2019-02-09 18:27:43,dominican.il,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/Y2DMAexGjA"
2019-02-09 18:27:32,Coach Goshe,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/XjkARkuVco"
2019-02-09 18:27:06,John Vieira,RT @WallStJesus: 🔥ORDER FLOW SENTIMENT IN TODAY'S ACTIVE NAMES: $AAPL $GE $SNAP $AMZN $TWTR $AMD $MU $NVDA $NFLX $TSLA $NVDA $LLY $BAC $EBA…
2019-02-09 18:25:16,StreetCitizen,"RT @traderstewie: $AAPL acting MUCH better lately.... 

Note how well its been behaving since Tim Cook's Jan 2nd blunder! 

That ""HIGHER LO…"
2019-02-09 18:25:10,Jay Masilamani 🙊,"“People are waiting four years to replace their iPhone”

View 1: future growth is looking bad. Sell AAPL.
View 2: if someone used an iPhone for 4 years, will they ever switch to Android? Buy AAPL."
2019-02-09 18:21:11,traderstewie,"$AAPL acting MUCH better lately.... 

Note how well its been behaving since Tim Cook's Jan 2nd blunder! 

That ""HIGHER LOW"" discussed 2 weeks ago and that recent #PowerEarningsGap also helping repair some of the recent damage in this stock! 
So far so good here.... https://t.co/z2u3JhPoqh"
2019-02-09 18:19:25,The Fin Reviewer,"Northern Cross Cut Its Bancolombia S.A. $CIB Holding by $292.33 Million; Valuation Rose; As Apple Com $AAPL Stock Declined, Holder Moon Capital Management Lowered Holding https://t.co/aXy93JDXjT"
2019-02-09 18:17:25,The Fin Reviewer,"Lockheed Martin Investment Management Company Cut Its Apple $AAPL Position by $3.62 Million as Share Value Declined; As Public Service Enterprise Gp $PEG Share Price Rose, Crow Point Partners Has Raised by $1.56 Million Its Holding https://t.co/Ry7ndcfyWq"
2019-02-09 18:16:12,The Fin Reviewer,"Gruss &amp; Co Has Increased Its Position in At&amp;T $T by $4.22 Million; As Apple $AAPL Stock Value Declined, Holder Picton Mahoney Asset Management Has Decreased Stake https://t.co/Aa3JyL9pAW"
2019-02-09 18:13:02,StockQuips,Get Ready for a Good AAPL Stock Entry Point. The fundamentals are as solid as they come for years to come. AAPL sells at a 14 P/E ratio. This is low in absolute and relative terms.https://t.co/2iW5TQMFlH via @YahooFinance
2019-02-09 18:12:39,The Fin Reviewer,Wilsey Asset Management Has Trimmed Apple $AAPL Holding as Shares Declined; Martin Marietta Matls $MLM Holder Selz Capital Cut Its Stake by $6.59 Million as Valuation Declined https://t.co/DM2n4XJ8qu
2019-02-09 18:09:25,The Fin Reviewer,"As Express Scripts Hldg Co $ESRX Market Valuation Rose, Shufro Rose &amp; Co Has Trimmed by $933,375 Its Position; Palouse Capital Management Cut Its Apple $AAPL Position by $2.88 Million https://t.co/62EJTCAhon"
2019-02-09 18:08:49,AAPL Tree,"RT @AAPLTree: $AAPL Earnings Extra: The Latest on Wearables, Apple's Fortune 200-Pace ""Cottage Industry"" https://t.co/ok6XTRRysz"
2019-02-09 18:06:33,MacHash,"Apple Expands Availability of Refurbished 2018 MacBook Air, Mac Mini to U.S. and Canada https://t.co/H0jUZ8LvB8 $AAPL https://t.co/hPZZLTn5ug"
